N,P,K,temperature,humidity,ph,rainfall,label
91,21,26,26.33377983,57.36469955,7.261313694,191.6549412,coffee
30,13,25,27.15116142,91.48889469,6.413184638,164.9182225,coconut
102,33,33,25.997582752424517,51.29487893946849,7.11880995449481,131.00403294674288,coffee
27,60,17,26.41768321,63.64698302,7.026795358999999,64.42177127,blackgram
15,28,32,28.7616537139491,98.73337253195007,6.161677852686249,231.54366180677619,coconut
19,25,30,27.106261740713215,96.96285907265515,5.737664479276145,165.6368640341585,coconut
57,56,47,25.35175898344757,92.77665259042148,6.326526785531805,241.92871693906943,papaya
69,67,52,27.71948962,94.43877142,6.827305908,82.83061083,papaya
8,74,17,21.465996549745313,19.720869819072476,5.725807294280318,86.63441984599326,kidneybeans
99,59,43,25.841627329597944,83.09178362875917,6.4265997417561955,269.73867466086097,rice
29,139,205,23.64142354,93.74461474,6.155939452999999,116.6912176,apple
23,24,31,27.739830179222466,47.3931489615,5.676495934246345,93.140562294238,mango
70,54,35,26.088109439799865,69.38417055798654,7.165962161238705,199.65824401096071,jute
78,58,15,25.00933355,67.816568,6.5286312660000005,62.91359494,maize
118,7,55,26.31069431926852,85.47188968942407,5.911114972833014,44.596826328662786,watermelon
39,5,31,26.632168576261712,92.34344155148445,5.767124170349775,153.43634182720825,coconut
39,16,35,31.533320568059793,48.553440153498954,6.457935573269792,88.9732188601035,mango
22,36,24,30.347666766387157,43.78251906250759,7.920027741942864,34.483222295338955,mothbeans
40,16,35,34.16438906,54.16482251,4.954739564,98.33351125,mango
16,14,30,29.70931288,96.30484325,6.37466756,209.84539930000005,coconut
9,17,32,25.48880874142257,89.72827605606187,5.956417526101227,164.9373207924929,coconut
30,126,209,22.56228810207955,93.77843427174581,6.001097112117232,100.46086821603896,apple
61,39,17,18.563495940760554,63.36721810528388,6.808297162851616,76.88754235664655,maize
9,77,17,20.12373284,24.45202552,5.783425416,106.158201,kidneybeans
27,71,22,17.359685492238853,24.845581035195394,5.943070085258072,69.97496744551674,kidneybeans
84,9,46,25.598979908087138,86.54234263587391,6.0104957447002265,46.71376699751685,watermelon
65,45,36,25.28297755536359,74.0408477956698,6.713744246520515,177.6620369254168,jute
96,38,23,20.14226923563388,60.351198537893495,5.736235335685791,101.4232710467572,maize
61,62,52,42.62630941083914,90.37968181762457,6.723091646445541,111.42476894920337,papaya
106,22,46,29.436549015529824,92.13892273382355,6.158162822151332,24.567897720955933,muskmelon
35,138,200,20.228673360957362,90.98187552484504,5.974467746853627,103.94479349923346,apple
24,44,17,29.55677716311019,78.93628737400294,6.778556924514262,51.322419611185175,mungbean
75,58,45,25.478631469648427,73.30974196589624,6.107920141185263,169.4742691496392,jute
29,41,20,31.773529912593354,63.70660935955951,8.735513519069322,65.13208381917205,mothbeans
13,7,45,18.598359115055867,90.90120092334048,7.216806883009628,112.86622434170314,pomegranate
113,38,25,22.00085141,79.47270984,7.388265887999999,90.42224164,cotton
23,68,20,22.53431059596626,22.59671475885176,5.810555389148655,113.49022322689764,kidneybeans
23,62,85,18.97424756,19.5161216,8.490127142,80.7108745,chickpea
33,6,31,27.011950507505038,100.31569357081244,5.9466174155582046,171.20208082959502,coconut
91,36,45,24.44345477,82.45432595,5.950647577000001,267.97619480000003,rice
36,11,13,17.34083741,93.04897191,7.1917274,112.7194284,orange
33,125,200,16.351196628784294,84.04454494409488,6.3696466215334375,72.6223593673511,grapes
9,29,34,28.317471837918394,46.18269840026216,5.745984765247492,100.57157517506856,mango
8,27,30,26.19328408729519,93.8336877240694,5.98836173681038,135.33492339737234,coconut
18,55,23,21.9989826,56.31006755,6.98571967,136.82743119999998,pigeonpeas
1,59,23,15.47570277837786,17.826985143136238,5.5926887513772,141.02491270645731,kidneybeans
102,73,52,27.9122104,83.36307683,6.356090905,90.24211529,banana
13,61,22,19.44084326,63.27771461,7.728832424,46.83130119,lentil
122,40,17,24.96440768,81.31677618,6.854558957,80.03995829,cotton
8,6,33,28.11400308341828,96.2759048550304,6.103264316677561,173.72600549828226,coconut
13,70,19,17.86874889335999,20.112276696730973,6.101447068495778,114.47661581562052,kidneybeans
37,73,21,29.50304807,63.46513414,5.560224582999999,189.5208915,pigeonpeas
8,127,196,26.76470709365558,80.00154267808186,5.907681924015753,70.2878768101948,grapes
12,38,21,29.937830319406114,62.19925292411697,8.104931057047757,71.46803007133595,mothbeans
31,20,30,32.17752026,54.01352682,6.207495815,91.88766069,mango
88,59,17,25.533852496901,57.83305681266557,5.948476178369101,99.47473778475361,maize
14,57,15,29.8757015,83.14796296,6.623438282,40.12044158,mungbean
103,17,51,25.11189154,80.02621335,6.209888345,44.20656987,watermelon
88,17,52,29.90415889,90.75284363,6.646962425,25.37828397,muskmelon
132,60,22,24.899956579415047,80.36896538109391,6.104707771038583,70.6137536192694,cotton
84,38,43,26.57421679,73.81994896,7.26158085,159.3223075,jute
108,75,51,29.69476349824178,76.15689443570648,5.743804695347395,97.65340006887826,banana
16,64,16,18.573521717954613,59.933456081428055,6.213677853965986,50.09529601199409,lentil
76,57,18,18.9802729,74.52600826,6.092725883,94.26249353,maize
101,20,48,24.77363649598076,78.18984840045344,6.3775611442245035,57.49614780905139,watermelon
74,39,23,22.6265115,65.77472881,6.78073637,88.17251033,maize
83,77,53,28.155345375191484,77.37316043964994,6.159038846410425,94.86447417938058,banana
13,60,25,17.07196751820562,19.88556287219531,5.60664819274754,132.50642602448954,kidneybeans
38,14,29,26.07292893808449,93.60582167695772,5.760751140997993,197.90287347395642,coconut
34,68,51,27.34734861,94.17756725,6.687088097999999,40.35153141,papaya
38,74,20,22.051466559819964,20.233457770858696,5.879518865206237,60.37184594345167,kidneybeans
63,37,43,23.41798979,85.08640476,6.661957897000001,185.7446728,jute
39,14,31,26.759718633608276,91.07292249278233,5.698348354316814,194.99294621321766,coconut
2,143,196,22.71271308,90.45261746,5.669489065,109.8852597,apple
12,78,23,16.06522754,18.72479695,5.99812453,88.06638775,kidneybeans
19,120,195,18.73932187,81.12109244,5.931538447,73.55807954,grapes
83,57,19,25.73044432,70.74739256,6.877869005,98.73771338,maize
32,41,22,29.14449035909096,88.06010546418563,6.460055291626595,54.953184690405145,mungbean
12,27,26,29.09382275,45.5661059,5.32307197,96.23520043,mango
69,62,50,34.047589066070984,91.20683063168096,6.8807264820309735,190.64711399614922,papaya
24,61,17,22.6371424,65.44544859,6.233269045,38.30411077,lentil
44,58,18,28.03644051,65.06601664,6.814410927999999,72.49507741,blackgram
36,18,30,28.3926441994576,100.7061704743575,6.472049657232868,158.62242208573903,coconut
1,135,203,22.77856513,92.70124029,5.624203283,113.7759219,apple
123,44,21,25.78544484,75.00539324,7.6411165689999985,91.39578861,cotton
37,23,12,31.52675982,90.50621806,6.395258356,113.1169398,orange
95,75,45,28.98333432,82.95958244,5.829898502000001,109.022564,banana
35,72,21,34.03619494,64.28791388,7.741418772,66.85510868,blackgram
3,143,200,21.519733139906986,91.35405116193314,6.2164383940492485,114.66565980457617,apple
70,44,19,23.31689124,73.4541537,5.852607099,94.29712821,maize
133,47,24,24.40228894,79.19732001,7.231324765,90.8022356,cotton
90,92,55,27.00932084,80.18546798,6.13465588,97.32531705,banana
81,16,45,26.90435747,86.25426228,6.727468157000001,59.75980023,watermelon
54,79,21,33.38058436418096,62.04185891366858,6.569279949009873,64.81451932226732,blackgram
4,20,41,25.153300689041608,92.48093793603451,6.4367893771725955,103.19702076674496,pomegranate
17,63,17,19.73052132916931,24.93082879890386,5.612193831743897,125.75248924258803,kidneybeans
45,55,48,40.19784521466978,91.07226180529108,6.710643453912162,62.841253565790055,papaya
11,74,17,21.36383757,69.92375891,6.633864582,46.6352865,lentil
51,71,15,31.9096452467182,67.51834402802362,7.042785799112761,75.84110206364737,blackgram
122,20,45,26.90520958041,88.21169117963021,6.262328263865873,56.04865922393363,watermelon
29,71,18,22.17499963,62.13873825,6.410441476,53.46622584,lentil
87,45,41,23.29194469753644,80.67057613872616,7.18924284364705,244.63117639077953,rice
97,22,50,26.26028739,86.14585891,6.769893799999998,58.97878791,watermelon
66,54,21,25.19008683,60.200168700000006,5.919045532,72.12375573,maize
87,25,46,27.42711692,90.02696201,6.379690748,21.7508774,muskmelon
57,56,78,17.34150229,18.75626255,8.861479668,67.9545435,chickpea
35,49,15,27.267264267615754,86.22212294960116,6.872758298378179,55.0229816459272,mungbean
100,17,48,29.72791119,94.29753295,6.367800632000001,26.52364146,muskmelon
20,44,22,29.92252885676243,90.41714347449206,6.9223706086212395,55.00904280731483,mungbean
32,57,22,28.6899851,87.50436797,6.769415887999999,44.56598352,mungbean
107,10,49,25.83202912,89.00481725,6.755192025,45.24690619,watermelon
23,72,84,19.02061277,17.13159126,6.920251378,79.92698081,chickpea
19,55,20,27.43329405,87.80507732,7.18530147,54.73367631,mungbean
2,38,18,27.099072587583283,91.27272423064072,6.34710729203016,46.93342589264856,mungbean
95,13,46,29.84070774,93.76312893,6.126019932,23.28207838,muskmelon
20,72,22,16.01676916731009,22.981989396838106,5.86351286352345,130.06004507173455,kidneybeans
73,52,18,25.735668002486666,57.17421974276152,5.794897280091524,77.74889460544759,maize
81,40,45,25.7629429,80.76238215,6.427726565,174.5071843,jute
25,65,21,33.86351172,68.59232289,6.880245789,69.24464096,blackgram
6,125,204,27.92004934,82.93262435,5.7335398070000005,69.92092839,grapes
22,80,17,20.772258206567532,20.578762833652576,6.074162002492617,115.3484536771928,kidneybeans
4,44,19,27.95639663,83.52706038,6.921993877999999,43.25726752,mungbean
5,65,19,18.28072173,68.10365387,6.978361689,48.80253285,lentil
40,58,75,18.59190771,14.77959596,7.168096055,89.60982451,chickpea
58,75,25,25.25596239,61.36669662,7.261791753,68.64685069,blackgram
34,66,19,32.97030511,60.18122078,7.586642101,73.44678678,blackgram
18,17,31,31.04515580397736,44.330390257394946,5.796018545643917,95.35534426051505,mango
60,57,51,41.96100861952896,95.22389320309411,6.779802112173177,168.68237690408324,papaya
25,69,23,18.40180532913598,64.45127040876675,6.275790764785724,49.16573967771128,lentil
31,80,15,24.178321288466815,20.68772408661592,5.615156533261794,79.51035971161795,kidneybeans
30,75,25,30.33276599,42.35249879,6.446091759,149.299952,pigeonpeas
37,52,47,43.08022702,93.90305729,6.54277684,211.8529059,papaya
27,31,5,32.662471399474946,92.38166533437669,7.657137600001807,113.50487506410752,orange
36,25,26,30.086821088323493,51.536099646861395,6.95605543578411,95.32449078188853,mango
111,52,19,23.952755872672046,77.57286791852655,6.56229687374657,88.14571225398213,cotton
89,57,43,26.91515043,73.19897535,6.998787171,177.22330480000005,jute
35,80,22,26.975625517623982,64.11232517803468,6.890471113031329,72.42221781505663,blackgram
9,21,32,32.26935342,53.56092806,5.870116071,95.94035356,mango
32,43,22,32.75807857691648,54.02527228682787,5.048910338791651,71.32778791702498,mothbeans
111,90,56,25.418634570942682,82.26256514161147,5.884257669960776,113.94845851735742,banana
67,35,21,24.039371926257694,64.77137832583838,6.280074365389242,107.33017839299005,maize
30,134,200,22.50516734806086,90.79945150109695,5.595214532301742,119.64437425331828,apple
36,43,21,28.674710853662983,82.66225623240868,7.148450474346054,53.71917213736265,mungbean
5,55,23,25.534166476092274,44.1866210610653,4.882405674577491,185.37300132695646,pigeonpeas
14,70,15,19.009370605152196,24.913399137780264,5.631983596284935,138.50831801563467,kidneybeans
101,25,55,29.942703852472015,88.13290278900337,6.085699247151178,22.168337839313494,muskmelon
3,136,205,17.5862944,80.84806564,6.334771461,71.40654520000002,grapes
90,42,43,20.87974371,82.00274423,6.502985292000001,202.9355362,rice
14,23,25,26.18552389,96.96637916,5.6121227970000005,135.4186222,coconut
80,43,16,23.55882094,71.59351368,6.657964753,66.71995467,maize
51,60,47,33.25366994488298,91.38194740555862,6.986435476760832,92.55336120349428,papaya
21,38,20,27.305856675866966,64.66681055760273,5.865615374372796,62.503443213370524,mothbeans
98,26,49,27.29035669,90.53330091,6.130160472999999,23.49535234,muskmelon
32,55,51,29.542066116077326,92.16405779028412,6.348358764014393,62.35253531800587,papaya
2,71,18,25.776968325971303,61.26796060143202,7.742502608019343,51.093350644170364,lentil
95,52,35,26.208511850534435,82.72227498807574,5.569097033183249,286.3918525548478,rice
9,68,22,29.785140556665443,33.92924094444035,5.654185716358501,152.10466301650422,pigeonpeas
1,62,23,15.245297649816308,18.710166576258125,5.714257289525048,139.46213588376597,kidneybeans
13,18,31,30.76172412977633,52.43187487788023,5.256955826544293,97.87591376595206,mango
97,56,39,26.98934128351015,82.83963604264252,7.611665376294074,177.36195541959535,jute
96,54,38,19.83396334443168,81.205770994711,4.9852930643545275,263.5930655154914,rice
53,65,76,20.19137759,16.41998269,8.719960893,77.33795356,chickpea
115,33,34,26.343282743847503,61.62722795350495,6.742599075179954,153.0692345663075,coffee
99,55,35,21.7238313,80.2389895,6.501697816,277.9626192,rice
96,48,37,26.107854804496718,83.22316494569154,6.879186987792472,208.23295843204394,rice
92,35,40,22.17931888,80.33127223,6.3573893660000005,200.0882787,rice
131,38,19,23.86814008,75.68339729,6.814341946,90.4547185,cotton
97,35,26,24.91461008,53.74144743,6.334610249,166.2549307,coffee
33,12,15,30.25578031,92.03272799,6.052318465,116.7173125,orange
97,74,53,26.10830747091554,80.76201383710327,5.810130574638253,118.450268545777,banana
39,129,203,34.38922481,83.18392806,5.863996687,71.03001556,grapes
115,84,48,28.34019524428952,82.47575032687875,6.325097507917808,117.49065063259161,banana
93,60,23,18.792864168145726,74.11561974177128,5.591951878180617,71.0125136385707,maize
86,76,54,29.3159075,80.11585705,5.926824754,90.10978128,banana
100,18,52,26.20234499,80.38266489,6.87606733,56.47941847,watermelon
31,47,44,39.216788346443984,92.02518735656689,6.654217779934987,133.34354545902545,papaya
32,13,42,23.50128217,92.97527546,5.786058032000001,106.61905,pomegranate
109,86,52,27.458158362600237,80.86252976147354,5.919911268711563,100.570959003053,banana
25,63,20,15.78601387,21.14544088,5.502999119,95.17028129,kidneybeans
12,129,205,22.36238282,91.15761594,6.119432215,118.68327250000002,apple
57,61,86,19.42480081536743,16.761374168807453,6.475621519058474,78.31140520923051,chickpea
29,8,28,27.903661553678926,95.61784643071421,6.139479647151275,214.38988371599595,coconut
65,53,19,23.360570552282553,61.80768314771766,6.1345275000243085,64.4037777024962,maize
4,36,22,27.60887393,86.13316408,7.012740397000001,43.80041104,mungbean
81,11,53,28.637741580872426,90.26879512839928,6.108414477660741,22.175727572275253,muskmelon
30,44,16,29.73013036,82.89166381,6.442335592999999,50.91511275,mungbean
73,58,18,19.67561602572586,57.97640099761172,6.76923013215276,109.76997284675532,maize
49,81,76,16.662428104881318,16.8011075857001,7.302356287141259,73.63800105096571,chickpea
14,139,197,21.72484506,92.83975602,6.056529526,121.6961761,apple
34,60,23,19.94153973326294,24.48311322151074,5.82083009970396,99.88025436607825,kidneybeans
66,53,41,25.0756354,80.52389148,7.778915154,257.0038865,rice
0,12,7,20.18432263,90.65458473,6.969249676,116.8130969,orange
28,38,28,32.26883659574864,52.01689996721534,6.088618121761844,97.00918992112504,mango
102,17,47,30.22534138665395,92.26750678416904,6.282725453950109,25.13901716641933,muskmelon
31,78,25,23.49229926149296,22.088007042791318,5.817803906334899,64.76852529691298,kidneybeans
102,11,47,27.98780984,92.78226196,6.504906978999999,27.14509034,muskmelon
19,57,23,23.6734328,47.2879691,7.342409555,141.12507219999995,pigeonpeas
58,67,45,38.72382798,91.72514851,6.702424548,62.62377075,papaya
32,55,51,29.60718808,93.15642801,6.57398033,62.68710535,papaya
21,71,17,18.434683458132895,19.191158937249735,5.463180149406431,111.3355701962238,kidneybeans
102,92,45,27.223498354450882,82.6830483695073,5.881858350561293,94.22109846345326,banana
92,86,51,28.740163993043552,79.92013539601118,5.728080498796479,105.9190356888611,banana
76,47,43,20.570098695086248,84.40048517929625,5.815989995800039,259.114226862811,rice
87,14,48,29.69238699,92.58862544,6.606033244,29.1102594,muskmelon
2,135,198,23.045367923430955,92.88024757129517,5.953788205279198,127.21329417656308,apple
30,7,15,32.33499521100253,89.70032111966539,7.846461736479763,115.92752330959186,orange
40,54,18,29.47197133217063,40.329497371976785,6.988387509920181,49.11745704081443,mothbeans
70,57,37,23.020869343033436,83.52437704757378,6.580068240689557,180.24386564352622,jute
131,56,20,22.00817088,81.83896111,7.762647875,92.23645249,cotton
69,65,52,29.474477956746014,92.80126904916459,6.562709459433642,74.81214275804638,papaya
32,71,20,20.84782857133347,45.452919649279444,6.299770390916998,192.09796977579086,pigeonpeas
80,44,23,18.87826621115529,69.30629454787244,6.268414204362354,88.3245175158264,maize
109,21,55,24.9004602,89.73524177,6.770278088,57.44942094,watermelon
129,36,18,24.536594532436602,84.88082647256836,7.12983697681687,64.24799693064497,cotton
10,5,5,21.21306973,91.35349216,7.817846496,112.9834361,orange
40,143,191,14.6924382741989,81.84047264461286,6.359998865778824,74.36246416290143,grapes
82,40,38,23.088282089484885,83.51734137693174,7.494104191410494,198.38221932432688,rice
12,8,10,16.14820285,91.4448027,7.995848977,107.4287664,orange
31,25,12,18.05142392,90.03969587,7.016482298,111.7793889,orange
38,133,209,24.995020783652876,83.5925753334357,6.16148391816696,74.18969783650655,grapes
0,69,21,25.86928193,61.88321072,7.072923306,36.68284038,lentil
69,43,39,24.36490450633574,86.54624008564011,6.154189077825098,163.08785235384235,jute
25,78,76,17.48042641,15.7559405,7.228963452,66.96980581,chickpea
37,67,20,20.436973843085603,62.28326804761288,6.933476292522162,54.5706560164002,lentil
18,26,31,32.611261400000004,47.74916499,5.418475257000001,91.10190759,mango
24,80,19,29.67892453,69.0854554,6.8080417220000005,65.66436565,blackgram
27,64,21,32.84213012,68.68401492,7.543804222999999,73.67166182,blackgram
65,35,22,23.66611690914174,61.05369404556559,5.7379856808702625,62.74278059294193,maize
18,27,41,22.36509395,92.30882391,7.175344328,104.8216333,pomegranate
26,122,205,22.405473439355017,90.82052960555343,6.23173006776215,109.68246523933799,apple
38,38,18,26.215642441393804,59.840731849833546,6.342507522947789,36.31293909572572,mothbeans
83,29,52,25.76402693,87.5931128,6.704688865,46.05122728,watermelon
84,57,25,22.53510514,67.99257471,6.489040367,64.40866039,maize
4,40,21,28.79728147,80.45744422,6.725551062,44.30070517,mungbean
38,55,19,33.18184225,38.23184742,5.864623352000001,198.8298806,pigeonpeas
0,65,16,23.460212472785116,23.614102613161634,5.627562416176533,95.10334080706136,kidneybeans
7,63,24,22.95458237,24.03553105,5.858617867,107.7315386,kidneybeans
44,60,78,18.901657528267656,15.965119582164984,6.498557212369305,82.85144930489304,chickpea
140,45,15,25.5308271,80.04662756,5.801047545,99.39557151,cotton
111,6,53,26.493064500000006,88.59143088,6.313512998999999,46.06382209,watermelon
49,71,76,19.71098332,17.63879418,6.613072145,85.57925437,chickpea
27,80,24,28.42062847,61.77336343,7.815210661,49.02366803,lentil
12,82,19,22.176216982623526,66.32655121641925,6.213346603030023,36.424132388729944,lentil
91,54,15,18.363966690000282,72.0499947350335,6.438572531452703,77.70315663746466,maize
51,56,54,24.718943163314517,87.98226545558357,6.507991399339284,108.55585332124335,papaya
99,40,32,24.18471151,69.94807345,7.0455430560000005,163.27087319999995,coffee
33,75,21,33.04687968,68.93875631,6.690655045,62.30278274,blackgram
91,60,19,25.204978679115502,67.42050457093207,5.965705076899514,80.93932453575107,maize
22,38,31,31.53356352,53.06009323,5.8211060360000015,98.57025046,mango
30,38,26,30.071148285655795,79.98451148912942,6.936381090426784,54.37693276221003,mungbean
121,48,16,22.480066982897643,74.14040631485241,7.582421311795693,73.19331871290336,cotton
25,48,21,28.438097,83.48991368,6.267684328,52.55469976,mungbean
37,56,25,22.630621956445545,19.270884618466884,5.800074583669719,130.1963659131019,kidneybeans
66,44,20,19.0781471,69.02298571,6.740000687999999,80.72515943,maize
68,54,22,25.444191183763923,62.81115915062969,6.004840867236297,72.77840255278046,maize
89,50,44,26.20591362044301,74.11175973547681,6.284886802491615,172.43199336243558,jute
53,73,77,19.71359733,18.09665739,7.325451279,73.64476535,chickpea
111,28,54,24.982025474921837,85.53292017832848,6.651294361616391,55.296455567036276,watermelon
34,29,8,32.01064354488048,88.05868245776723,6.404482285635393,105.66271973568118,orange
88,92,55,25.674466602271913,79.07427899659511,6.188525975316658,95.15739189149984,banana
5,147,202,21.455966163200422,91.47154715488193,6.098814630205406,105.55482045050454,apple
5,68,20,18.72987676,61.33186249,5.001038726,139.8710041,pigeonpeas
73,35,24,22.26438023673269,60.02766772376066,5.7873468253588305,68.69751871526594,maize
31,73,82,19.336401696217443,16.93368954737592,6.550294455224924,68.92724468977133,chickpea
115,48,16,25.54359718,84.09229796,7.175934962,88.94245493,cotton
111,40,25,24.48469200000001,84.44932014,6.187455798999999,90.94342484,cotton
30,63,16,23.60506572,21.90539577,5.5259045260000015,100.5978728,kidneybeans
109,39,22,23.00890706732441,78.15070379022202,5.9279930013323945,88.69602178277292,cotton
11,132,197,15.99050693,81.23966573,5.7343170070000005,74.40198861,grapes
15,125,193,18.273627862819424,79.01393317624954,5.51349512773741,70.29241272672277,grapes
107,5,52,26.6634609,89.98405233,6.8814257460000015,57.40847165,watermelon
94,69,48,25.329649139508867,84.70280133178659,6.313881083000083,89.34327445593178,banana
30,79,22,18.28766124,69.48515056,6.254216611,48.60449438,lentil
25,55,78,17.75699371356888,15.424555351774545,6.942486847140421,76.29555971238194,chickpea
96,16,54,24.841125686116236,86.55073505159487,6.502324205307252,39.11811755165731,watermelon
23,75,25,31.07508973,47.19847683,7.077170002000001,91.31256412,pigeonpeas
106,35,25,24.326542828838004,60.40002608649253,6.773968606661853,153.25486195940303,coffee
8,33,29,29.98080499,49.48613279,6.442393461,91.82271568,mango
82,40,44,21.394009035845844,82.09184766859954,6.396572079914667,240.31127348642144,rice
36,68,20,17.06104474,23.77201471,5.86442953,81.83420522,kidneybeans
26,18,27,27.45907759,92.90736493,5.836075368,142.1430003,coconut
56,79,15,29.48439992,63.19915325,7.454532137,71.89090748,blackgram
109,22,46,26.424411101111858,89.10984581928463,6.061682750293809,53.85568283119278,watermelon
23,6,31,28.43584583342112,92.15044335535755,6.501567153723939,169.26569677026063,coconut
95,41,42,23.708048249530275,74.32048731804673,5.9541277116694635,179.2090186076171,jute
28,73,22,24.931625324851368,52.698648046977574,5.902956730402818,114.60320485115962,pigeonpeas
32,73,81,20.45078582,15.40312102,5.988992796000002,92.68373702,chickpea
19,79,19,20.487162913372618,67.92279109432887,6.782865799900277,42.659585204496764,lentil
56,66,20,33.44014550086509,66.21822400699106,6.9028498699873,69.46976714917366,blackgram
31,72,18,21.654346838455297,62.39374772456374,6.409769487675519,52.25961379389432,lentil
74,51,42,26.25756812102985,74.88057760084227,6.976699997867851,184.8298952261022,jute
15,9,11,11.54785707,94.14861001,7.907956251,108.82891709999998,orange
21,31,32,35.38598705,51.42664176,5.254532213,90.29643888,mango
108,22,47,28.53545677,91.72742702,6.161123579,25.1290048,muskmelon
21,56,17,30.137287093553326,83.5606665369812,6.972547007343673,44.84919738210452,mungbean
94,52,41,20.033259557560463,83.79916446660162,5.760425958775579,243.65056807585262,rice
67,42,38,26.568848607454203,85.92622316477829,6.2315804746613495,181.16803721522567,rice
79,45,43,25.71901283,79.15532398,7.171054239,187.1735424,jute
97,74,45,25.914631813868937,78.0656180252948,5.817065888701008,113.39983000639131,banana
10,80,18,18.384266472723418,62.050138373405666,6.258012689358896,42.655819853032355,lentil
9,16,39,18.53762868159576,90.5801746842801,6.043145060891171,104.9792636536709,pomegranate
25,59,19,29.06631494,83.6869203,6.626629798,43.95183726,mungbean
29,79,77,17.148166058999497,15.366121367846425,7.914686546337114,70.36197509976704,chickpea
52,65,20,32.81705216,66.15665137,6.814301033,68.83924882,blackgram
29,140,195,23.64082979,90.95257927,5.560521058,116.7431319,apple
43,50,48,28.28222883,91.37059792,6.63016515,179.27208069999998,papaya
69,46,36,24.343503043597998,72.63819357865503,6.625773131433426,184.4464655120081,jute
22,18,33,30.41235793,52.48100602,6.621623545,93.92375879,mango
3,72,24,36.51268371,57.92887167,6.03160778,122.6539694,pigeonpeas
8,38,31,29.058561246671932,48.620913538954966,5.164265950611139,91.97771331184641,mango
99,50,15,18.14710054,71.09445342,5.573286437,88.07753741,maize
33,120,205,35.12158265,82.26890793,5.550832177999999,69.71518491,grapes
37,23,34,28.994404883859254,93.22555209580918,5.896468623319289,139.76029894631048,coconut
68,55,42,26.430846037392506,74.58312753922476,7.031061714763656,180.87810024208278,jute
74,56,22,18.28362235,66.65952796,6.829199275,80.97573281,maize
8,38,32,29.75150773,46.73723302,4.981816523,91.405983,mango
105,77,52,29.16226551,76.16151562,5.816622478999999,100.0075679,banana
26,50,19,27.3179125,51.66921088,6.005242945,32.55919573,mothbeans
99,6,46,28.61475136,94.22253035,6.39637861,28.98574189,muskmelon
24,14,34,28.197666536669995,95.6777133917791,6.41135923169562,219.45140162488886,coconut
9,140,205,20.481931306757552,82.33151692334651,6.067999689588522,64.62200392900279,grapes
5,55,18,33.50876355,45.70976142,7.322097972000001,126.6738117,pigeonpeas
21,143,204,21.658147769682856,91.96426210358067,6.2969838696031815,113.7265421425582,apple
16,56,17,34.83357477195722,39.57067651999784,7.401015190275228,173.5735072113052,pigeonpeas
99,50,41,24.72644841243706,80.90456510130386,7.125901781391634,253.4214880764264,rice
24,63,19,19.3479443,55.96805489,4.681576043,194.5921148,pigeonpeas
100,14,49,29.48882958,91.07574233,6.365956657999999,26.01909355,muskmelon
31,5,14,17.66545409,91.69865887,6.583411671,110.6857506,orange
19,7,10,14.78003032,91.22062116,6.118430299,100.1961762,orange
51,57,55,24.70528368,90.14732171,6.6764073370000006,108.4103158,papaya
9,144,199,20.7601838771002,79.8551413339756,6.0526815016601985,67.36999385736104,grapes
41,48,16,31.502352600981826,43.95725042815971,6.3874188747394856,52.04868997031691,mothbeans
24,46,20,32.760527845853126,53.664898216523575,9.018494129696252,74.86010108361654,mothbeans
131,60,17,25.32023717,81.79475917,7.4250413160000015,83.46532547,cotton
39,24,14,31.748557561631355,92.1904527609472,7.061319103895608,102.05502935631563,orange
0,36,26,34.13072188,51.25786185,5.101206389,96.38808001,mango
59,51,46,42.75206563488406,92.21949352677748,6.834817469464768,198.1575633966499,papaya
41,30,35,20.87155777663841,91.50035491000781,6.317566805169447,104.35206183466323,pomegranate
89,58,42,21.297573102056404,79.38665921388333,6.956624088847668,221.0560916470129,rice
12,37,30,31.790733783438444,45.84950810764656,4.624037232906093,90.75717231006297,mango
100,52,19,23.45969093,82.44777468,7.903528672999999,93.50153555,cotton
39,59,21,34.98726936161659,65.43737124056258,6.845748563005728,65.6502191600227,blackgram
96,55,17,24.31977726967733,61.47050869388363,5.875542094413537,108.80687365898577,maize
21,137,196,23.6119202,91.70293849,5.812781806,123.5900822,apple
59,58,21,32.84105891600674,68.76898937459308,6.8491105625404884,71.2863060439877,blackgram
25,36,20,28.648100746606914,41.17609368614185,8.774965714393359,72.14908311452282,mothbeans
16,51,21,31.01963639,49.97675220000001,3.532008668,32.81296548,mothbeans
83,79,55,25.14748006,83.34688193,5.565028635,98.66679427,banana
113,34,33,25.632072599985925,63.84902611288261,6.484942241993316,153.07577346875564,coffee
15,36,27,27.78912455,53.96886679,5.6437102160000014,91.01152997,mango
12,29,13,22.45616931,91.52781832,7.57125447,118.0069295,orange
25,11,11,14.183799921554789,92.57016136898274,7.7377163770323225,106.63510215596281,orange
136,36,24,22.74446976,80.41198458,7.59781958,90.07326633,cotton
102,71,48,28.65456263,79.28693687,5.695267822000001,102.4633775,banana
109,15,55,27.109452216585556,92.20655761723522,6.284733141526829,21.754791062440326,muskmelon
32,138,197,9.535585543,80.73112694,5.908724337000001,69.44115171,grapes
19,120,208,11.537708760355486,80.99057673666402,6.5702323851227495,64.42337251711861,grapes
